Date,1971.1/4,1971.2/4,1971.3/4,1971.4/4,1972.1/4,1972.2/4,1972.3/4,1972.4/4,1973.1/4,1973.2/4,1973.3/4,1973.4/4,1974.1/4,1974.2/4,1974.3/4,1974.4/4,1975.1/4,1975.2/4,1975.3/4,1975.4/4,1976.1/4,1976.2/4,1976.3/4,1976.4/4,1977.1/4,1977.2/4,1977.3/4,1977.4/4,1978.1/4,1978.2/4,1978.3/4,1978.4/4,1979.1/4,1979.2/4,1979.3/4,1979.4/4,1980.1/4,1980.2/4,1980.3/4,1980.4/4,1981.1/4,1981.2/4,1981.3/4,1981.4/4,1982.1/4,1982.2/4,1982.3/4,1982.4/4,1983.1/4,1983.2/4,1983.3/4,1983.4/4,1984.1/4,1984.2/4,1984.3/4,1984.4/4,1985.1/4,1985.2/4,1985.3/4,1985.4/4,1986.1/4,1986.2/4,1986.3/4,1986.4/4,1987.1/4,1987.2/4,1987.3/4,1987.4/4,1988.1/4,1988.2/4,1988.3/4,1988.4/4,1989.1/4,1989.2/4,1989.3/4,1989.4/4,1990.1/4,1990.2/4,1990.3/4,1990.4/4,1991.1/4,1991.2/4,1991.3/4,1991.4/4,1992.1/4,1992.2/4,1992.3/4,1992.4/4,1993.1/4,1993.2/4,1993.3/4,1993.4/4,1994.1/4,1994.2/4,1994.3/4,1994.4/4,1995.1/4,1995.2/4,1995.3/4,1995.4/4,1996.1/4,1996.2/4,1996.3/4,1996.4/4,1997.1/4,1997.2/4,1997.3/4,1997.4/4,1998.1/4,1998.2/4,1998.3/4,1998.4/4,1999.1/4,1999.2/4,1999.3/4,1999.4/4,2000.1/4,2000.2/4,2000.3/4,2000.4/4,2001.1/4,2001.2/4,2001.3/4,2001.4/4,2002.1/4,2002.2/4,2002.3/4,2002.4/4,2003.1/4,2003.2/4,2003.3/4,2003.4/4,2004.1/4,2004.2/4,2004.3/4,2004.4/4,2005.1/4,2005.2/4,2005.3/4,2005.4/4,2006.1/4,2006.2/4,2006.3/4,2006.4/4,2007.1/4,2007.2/4,2007.3/4,2007.4/4,2008.1/4,2008.2/4,2008.3/4,2008.4/4,2009.1/4,2009.2/4,2009.3/4,2009.4/4,2010.1/4,2010.2/4,2010.3/4,2010.4/4,2011.1/4,2011.2/4,2011.3/4,2011.4/4,2012.1/4,2012.2/4,2012.3/4,2012.4/4,2013.1/4,2013.2/4,2013.3/4,2013.4/4,2014.1/4,2014.2/4,2014.3/4,2014.4/4,2015.1/4,2015.2/4,2015.3/4,2015.4/4,2016.1/4,2016.2/4,2016.3/4,2016.4/4,2017.1/4,2017.2/4,2017.3/4,2017.4/4,2018.1/4,2018.2/4,2018.3/4,2018.4/4,2019.1/4,2019.2/4,2019.3/4,2019.4/4,2020.1/4,2020.2/4,2020.3/4,2020.4/4,2021.1/4,2021.2/4,2021.3/4,2021.4/4,2022.1/4,2022.2/4,2022.3/4,2022.4/4,2023.1/4,2023.2/4
M2,278.1,285,287.7,291.8,293.5,285.6,316.8,370.2,437.6,465.1,533.7,586.7,631.7,614.1,608,673.1,755.4,768.7,901.6,955.5,1012.9,1022.8,1122.7,1221.5,1336.4,1366.5,1496.8,1742.1,1992.9,2136.2,2471.4,2602.7,2796.7,2740.3,2866.2,3197.6,2748.4,2654.3,2739.1,2707.2,2961.7,2948.4,2536.1,2529.4,2544.9,2557,2943.8,3317,3397.4,3274.8,3426.6,3629.9,3692.1,3536.5,3606.8,3664.8,3779.7,3575.8,3627.4,3960.9,3994.2,3854.1,4081,4383.7,4540.4,4496,4700.9,5707.2,6443.9,6558.4,6890.6,7531.6,8925.7,8879.5,9393.7,10342.9,11483.4,11104.5,11594.5,12646.6,13322,13335.4,13840.2,14473.1,15314.4,14773.3,15211.3,15847.8,17098.5,17568.5,18747.7,20454.2,20848.4,20664.9,21708.1,22604,23974.8,23554.1,24516.4,25245.4,26833.5,24286.5,24361.4,23847.1,22467.5,20123.5,20698.6,21174.2,20735.1,18680,18722.9,20234.1,20859.8,20930.6,22097,23959.5,25688.9,25528.2,26846.6,27364.3,28702.9,28226.9,29215.5,31358.3,32965.6,33025.3,33619.9,34706.4,35506.8,35400.1,35786,36325.8,37973.3,36964.3,36634.6,37517.3,38541.5,37895.3,38865.9,39837.9,41327.8,40879.8,41253.8,43194.6,48760.6,47830.7,48065,49518.5,50798.6,50820.2,51961.8,55510.6,64257.3,60330.9,59880.3,62489.8,65754,66120.2,68181.1,70284.9,73995.2,73913.4,75884.7,77134.8,80786.2,80997.8,82294.5,84445.9,88072.8,89530.5,93168,94746.3,99904.5,100700.7,104733.6,107987,115260.5,117182.4,123489.2,126833.6,133050.1,135589.5,139020.1,142106.5,147507.6,149865.3,152234.7,157824.9,160611.2,162133.3,166460.7,170647.6,174435.9,177175.4,180068.4,184115.3,192957.2,201939.2,210162.7,218079.8,228622.3,235303.5,242153.3,251529.2,258256.8,263654.5,268344,264831.4,259229.4,260026
